,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,No Stopwords Abstract,TFIDF Keywords
3655,Setiawan A.; Sugiarto; Ugut G.S.S.; Hulu E.,"Setiawan, Agus (57219597452); Sugiarto (57191380563); Ugut, Grace Shinta S. (57216620263); Hulu, Edison (57220315059)",57219597452; 57191380563; 57216620263; 57220315059,Fair pricing: A framework towards sustainable life insurance products,2021,Accounting,7,1,,1,12,11.0,2,10.5267/j.ac.2020.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094162078&doi=10.5267%2fj.ac.2020.10.020&partnerID=40&md5=31f9a8715975d7b18b33039e8956ca21,"This research aims to fill the gap in sustainable insurance product study. The central research question of this research is how to develop a fair pricing framework in order to design a sustainable financial product. Current profit testing method is arguably lack of policyholder considerations. The profitability decision under current method only considers profit margin for company. There is no profitability measurement for policyholder. To improve fairness under current pricing, the proposed study proposes a concept of equity in risk between company and policyholder. In order to establish equity in risk, profitability for policyholder needs to be defined and risk measure Conditional Tail Expectation (CTE) for company and policyholder is proposed as a solution. Fairness is achieved if CTE between company and policyholder falls within certain range. CTE generated under new framework could be used as a reference point to all stakeholders to assess the fairness of Unit Linked price. The target population for the study was any regular premium Unit Link product. This research used simple random sampling. From the population consisting of 34 companies 20 samples were drawn. Data is taken from the Indonesian Financial Service Authority. The data used is from the time period between 1 January 2015 and 30 June 2019. Using the CTE, this study finds that most of the Unit Linked pricing are far from fair. It is recommended that companies could be more efficient in their operating and distribution cost in order to be fairer to policyholder and therefore will make the product more sustainable. © 2021 by the authors; licensee Growing Science, Canada.",Conditional Tail Expectation; Fair Pricing; Stakeholder Pricing; Unit Linked,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85094162078,research aims fill gap sustainable insurance product study central research question research how develop fair pricing framework order design sustainable financial product current profit testing method arguably lack policyholder considerations profitability decision under current method only considers profit margin company no profitability measurement policyholder improve fairness under current pricing proposed study proposes concept equity risk between company policyholder order establish equity risk profitability policyholder defined risk measure conditional tail expectation cte company policyholder proposed solution fairness achieved if cte between company policyholder falls certain range cte generated under new framework used reference point all stakeholders assess fairness unit linked price target population study was any regular premium unit link product research used simple random sampling population consisting companies samples were drawn data taken indonesian financial service authority data used time period between january june using cte study finds most unit linked pricing are far fair it recommended companies more efficient operating distribution cost order fairer policyholder therefore will make product more sustainable © authors licensee growing science canada,"['company policyholder', 'unit linked', 'under current', 'equity risk', 'between company']"
3656,Hosseini-Motlagh S.-M.; Johari M.; Zirakpourdehkordi R.,"Hosseini-Motlagh, Seyyed-Mahdi (57207863312); Johari, Maryam (57194771598); Zirakpourdehkordi, Roza (57211187178)",57207863312; 57194771598; 57211187178,Grain production management to reduce global warming potential under financial constraints and time value of money using evolutionary game theory,2021,International Journal of Production Research,59,17,,5108,5129,21.0,32,10.1080/00207543.2020.1773562,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086859052&doi=10.1080%2f00207543.2020.1773562&partnerID=40&md5=6e97a276e6c704b8d5aa37abe6d52685,"With the increase of global warming, grain producers should consider emission reduction in their production activities to move towards sustainable development. Besides the challenges of environmental sustainability, grain producers in developing countries face budget constraints for promoting their sustainability level. Moreover, sustainability strategies made by grain producers are not stable and are continually changing over time. This study proposes an evolutionary game model to investigate the evolutionary behaviours of a population of financially constrained producers in Iran who gain financial support from one dominant distributor based on their sustainability investment in the long term. This study develops a one-population evolutionary game model to investigate different strategies of producers towards sustainability, considering the time value of money. Moreover, using SimaPro 8.0.3 software, the impacts of non-renewable and renewable electricity consumption on global warming potential are evaluated through life cycle assessment for grain production. Results reveal that using biomass as the source of electricity instead of natural gas in the grain production reduces contribution to global warming potential from 269 kg CO2-eq to 18 kg CO2-eq. This study provides stakeholders who have environmental and social concerns (i.e. grain producers and agricultural production management entities) with insights into keeping their supply chain sustainable. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",evolutionary game theory; Global warming; grain production; green packaging; sustainable financing; time value of money,Budget control; Carbon dioxide; Developing countries; Emission control; Finance; Game theory; Global warming; Grain (agricultural product); Life cycle; Supply chains; Evolutionary game models; Evolutionary game theory; Financial constraints; Financial Times; Global warming potential; Grain production; Green packaging; Production management; Sustainable financing; Time value of money; Sustainable development,Article,Final,,Scopus,2-s2.0-85086859052,increase global warming grain producers consider emission reduction production activities move towards sustainable development besides challenges environmental sustainability grain producers developing countries face budget constraints promoting sustainability level moreover sustainability strategies made grain producers are not stable are continually changing over time study proposes evolutionary game model investigate evolutionary behaviours population financially constrained producers iran who gain financial support one dominant distributor based sustainability investment long term study develops one population evolutionary game model investigate different strategies producers towards sustainability considering time value money moreover using simapro software impacts non renewable renewable electricity consumption global warming potential are evaluated through life cycle assessment grain production results reveal using biomass source electricity instead natural gas grain production reduces contribution global warming potential kg co2 eq kg co2 eq study provides stakeholders who have environmental social concerns i grain producers agricultural production management entities insights into keeping supply chain sustainable © informa uk limited trading taylor francis group,"['grain producers', 'global warming', 'model investigate', 'evolutionary game', 'grain production']"
3657,Okafor C.E.; Ujah N.U.,"Okafor, Collins E. (37049138100); Ujah, Nacasius U. (37049404400)",37049138100; 37049404400,Executive compensation and corporate social responsibility: does a golden parachute matter?,2020,International Journal of Managerial Finance,16,5,,575,598,23.0,20,10.1108/IJMF-12-2018-0379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082956546&doi=10.1108%2fIJMF-12-2018-0379&partnerID=40&md5=e6396264793fd459c5d530bdab4cfdcd,"Purpose: This study examines the efficacy of compensation in encouraging corporate executives to promote corporate social responsibility (CSR). In particular, it closely examines the effect of a golden parachute (GP) on an executive's behavior toward CSR. Design/methodology/approach: This study uses longitudinal data on 1,301 US firms for the period from 1993 to 2013. The data comes from Compustat, MSCI ESG STATS, RiskMetrics and ExecuComp. Findings: We find an inverse association between current and long-term compensations and GP on firms' CSR. However, a test on the moderating effect discloses that a GP and long-term compensation jointly and positively increase the firms' CSR performance. This increase supports the idea that executives with a GP seek to maximize their long-term wealth by approving CSR projects that add value. The results also show that female executives are more likely to promote CSR than their male counterparts, and older executives are less willing to engage in CSR projects. Practical implications: Adding a GP contractual clause to the executive compensation package could encourage greater engagement in CSR projects. The CEO with a GP will ensure that the firm engages in only value-enhancing CSR projects; this should align the interest of the society (greater firm engagement in CSR) with the interest of the firm (value maximization). Originality/value: This study contributes to the literature by examining the moderating effect of a GP on the association between CSR and executive compensation. © 2020, Emerald Publishing Limited.",Corporate finance; Corporate social responsibility; Executive compensation; Golden parachute; Interlock; Tenure,,Article,Final,,Scopus,2-s2.0-85082956546,purpose study examines efficacy compensation encouraging corporate executives promote corporate social responsibility csr particular it closely examines effect golden parachute gp executive s behavior toward csr design methodology approach study uses longitudinal data us firms period data comes compustat msci esg stats riskmetrics execucomp findings find inverse association between current long term compensations gp firms csr test moderating effect discloses gp long term compensation jointly positively increase firms csr performance increase supports idea executives gp seek maximize long term wealth approving csr projects add value results show female executives are more likely promote csr than male counterparts older executives are less willing engage csr projects practical implications adding gp contractual clause executive compensation package encourage greater engagement csr projects gp will ensure firm engages only value enhancing csr projects align interest society greater firm engagement csr interest firm value maximization originality value study contributes literature examining moderating effect gp association between csr executive compensation © emerald publishing limited,"['csr projects', 'long term', 'executive compensation', 'executives are', 'firms csr']"
3658,Vetoshkina E.; Ivanovskaya A.; Kazykhanova E.; Semenikhina N.,"Vetoshkina, Elena (56422206400); Ivanovskaya, Anna (56422337500); Kazykhanova, Elvira (57219960632); Semenikhina, Natalia (57191974475)",56422206400; 56422337500; 57219960632; 57191974475,Analysis of Impact of Non-financial Information Disclosure on Capitalization of Russian Oil and Gas Sector Companies,2020,International Journal of Financial Research,11,5,,267,274,7.0,3,10.5430/ijfr.v11n5p267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096322815&doi=10.5430%2fijfr.v11n5p267&partnerID=40&md5=43437f46ebb5a0aa7754eeb078ebe209,"Today, the problems and ways of improving the companies’ corporate reporting and confirming their importance are among the most discussed topics in the academic world, both in Russia and globally. The existence of a wide range of research papers, as well as tools for evaluating non-financial information of companies, indicates the significant role of non-financial factors for the global society. However, it is still questioned whether these factors affect the market value of companies. According to the RSPP, the disclosure of non-financial information in the companies’ annual reports allows users to identify leaders, helps to strengthen the reputation and investment attractiveness of these companies, and serves to promote the culture of responsible business conduct. In this work, the influence of non-financial factors on the market capitalization of companies in the oil and gas sector was studied using the model of correlation of factors with the calculation of the Pearson and Spearman coefficients. The data about the market capitalization of the three largest Russian companies in this sector, Gazprom, Gazprom Neft, and LUKOIL, were taken from publicly available sources. To find a correlation between the calculated indices and the market capitalization indicator, it was assumed that the company's market capitalization of the current year would be influenced by the indices of non-financial factors calculated according to the data of the previous year. It has been proved that there exists a certain connection between non-financial factors (index of ecological effectiveness; index of economic development; index of social influence) and the company's market value. However, the results of the analysis showed that political factors determine the capitalization of oil and gas companies in Russia to a greater extent at the present stage. © 2020",corporate social responsibility; esg disclosure; gri standards; oil and gas industry; sustainability reporting,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85096322815,today problems ways improving companies’ corporate reporting confirming importance are most discussed topics academic world both russia globally existence wide range research papers well tools evaluating non financial information companies indicates significant role non financial factors global society it still questioned whether these factors affect market value companies according rspp disclosure non financial information companies’ annual reports allows users identify leaders helps strengthen reputation investment attractiveness these companies serves promote culture responsible business conduct work influence non financial factors market capitalization companies oil gas sector was studied using model correlation factors calculation pearson spearman coefficients data about market capitalization three largest russian companies sector gazprom gazprom neft lukoil were taken publicly available sources find correlation between calculated indices market capitalization indicator it was assumed company s market capitalization current year influenced indices non financial factors calculated according data previous year it been proved exists certain connection between non financial factors index ecological effectiveness index economic development index social influence company s market value results analysis showed political factors determine capitalization oil gas companies russia greater extent present stage ©,"['non financial', 'market capitalization', 'financial factors', 'oil gas', 'market value']"
3659,Cort T.; Esty D.,"Cort, Todd (6506511569); Esty, Daniel (6602159354)",6506511569; 6602159354,ESG Standards: Looming Challenges and Pathways Forward,2020,Organization and Environment,33,4,,491,510,19.0,55,10.1177/1086026620945342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088841793&doi=10.1177%2f1086026620945342&partnerID=40&md5=e1f2c46112473e3fbc546758319185d7,"We are pleased to serve as guest editors of this special issue of the journal Organization & Environment on the State of ESG (environmental, social, and governance) Standards. Calls for standardization of corporate sustainability data continue to mount as a growing segment of the mainstream investor community seeks greater clarity and comparability regarding relative company performance on ESG issues. While ESG reporting standards have driven greater transparency over the years, there remains a great deal of work to undertake in order to better understand and formulate the standards for ESG data that will underlie decision-useful information in future disclosures. © The Author(s) 2020.",corporate social responsibility; corporate sustainability; environmental performance measurement; environmental standards and laws; risk management and finance; sustainability disclosure and reporting,corporate social responsibility; performance assessment; standard (regulation),Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85088841793,are pleased serve guest editors special issue journal organization environment state esg environmental social governance standards calls standardization corporate sustainability data continue mount growing segment mainstream investor community seeks greater clarity comparability regarding relative company performance esg issues while esg reporting standards have driven greater transparency over years remains great deal work undertake order better understand formulate standards esg data will underlie decision useful information future disclosures © author s,"['years remains', 'are pleased', 'better understand', 'special issue', 'standardization corporate']"
3660,Cordazzo M.; Bini L.; Marzo G.,"Cordazzo, Michela (8949991900); Bini, Laura (55897827300); Marzo, Giuseppe (55138963000)",8949991900; 55897827300; 55138963000,Does the EU Directive on non-financial information influence the value relevance of ESG disclosure? Italian evidence,2020,Business Strategy and the Environment,29,8,,3470,3483,13.0,67,10.1002/bse.2589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087975757&doi=10.1002%2fbse.2589&partnerID=40&md5=313a34e4ec34780002d4786a71ea8551,"The implementation of the EU Directive on non-financial information determines the transition from a voluntary to a mandatory disclosure setting. This paper is a first attempt to investigate if this transition influences the value relevance of non-financial information, which relates to the environmental, social and governance disclosure (ESG) requirements of the Directive. Italy provides an interesting setting as non-financial information was generally voluntary before the Directive, which was implemented with the Italian Legislative Decree 254/2016. To this extent, we examine the non-financial, environmental and social disclosure practices of 231 Italian listed firms in the pre- (2016) and post- (2017) Legislative Decree application. Our results do not show any relevant increase of such disclosures after the Legislative Decree application, as Italian listed firms limit such disclosure to a minimum requirement. Further, this finding is confirmed also for those firms voluntarily providing a non-financial report (sustainability or integrated report) before the Legislative Decree application. Our regression analysis shows that accounting numbers are associated with share prices, while non-financial, environmental and social information are not value-relevant with reference to the pre- and post-Legislative Decree application. This means that the non-financial, environmental and social information beyond the financial accounting information do not explain any incremental value-relevant information to investors in the non-financial mandatory disclosure setting required by the new regulation. Our results enrich previous evidence concerning the value relevance of non-financial and ESG disclosure mainly focused on Anglo-Saxon contexts. © 2020 ERP Environment and John Wiley & Sons Ltd",ESG; EU Directive; Italy; non-financial information; value relevance,Italy; European Union; financial system; governance approach; legislative implementation; political economy; regression analysis,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85087975757,implementation eu directive non financial information determines transition voluntary mandatory disclosure setting paper first attempt investigate if transition influences value relevance non financial information which relates environmental social governance disclosure esg requirements directive italy provides interesting setting non financial information was generally voluntary before directive which was implemented italian legislative decree extent examine non financial environmental social disclosure practices italian listed firms pre post legislative decree application results do not show any relevant increase such disclosures after legislative decree application italian listed firms limit such disclosure minimum requirement further finding confirmed those firms voluntarily providing non financial report sustainability integrated report before legislative decree application regression analysis accounting numbers are associated share prices while non financial environmental social information are not value relevant reference pre post legislative decree application means non financial environmental social information beyond financial accounting information do not explain any incremental value relevant information investors non financial mandatory disclosure setting required new regulation results enrich previous evidence concerning value relevance non financial esg disclosure mainly focused anglo saxon contexts © erp environment john wiley sons ltd,"['non financial', 'legislative decree', 'decree application', 'environmental social', 'financial information']"
3661,Dimson E.; Marsh P.; Staunton M.,"Dimson, Elroy (6602227002); Marsh, Paul (7103227211); Staunton, Mike (8453258200)",6602227002; 7103227211; 8453258200,Divergent ESG ratings,2020,Journal of Portfolio Management,47,1,,75,86,11.0,127,10.3905/JPM.2020.1.175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096933757&doi=10.3905%2fJPM.2020.1.175&partnerID=40&md5=7291286eda53bd9b85b5f0c7aa0d2c9b,"Responsible investors require data to underpin their stock and sector selections. Regardless of the rating agency, bond ratings for a particular issuer are broadly similar. This is not the case for ESG ratings. Companies with a high score from one rater often receive a middling or low score from another rater. This article examines the extent of, and reasons for, disagreement among the leading suppliers of ESG ratings. The weightings given to each pillar of an ESG rating also vary across agencies. Many asset managers contend that ESG ratings can help investors to select assets with superior financial prospects, and the authors therefore review the investment performance of portfolios and of indexes screened for their ESG credentials. In the authors’ opinion, ESG ratings, used in isolation, are unlikely to make a material contribution to portfolio returns. © 2020 Portfolio Management Research. All Rights Reserved.",Equity portfolio management; ESG investing; Foundations and endowments; Performance measurement; Wealth management,,Article,Final,,Scopus,2-s2.0-85096933757,responsible investors require data underpin stock sector selections regardless rating agency bond ratings particular issuer are broadly similar not case esg ratings companies high score one rater often receive middling low score another rater article examines extent reasons disagreement leading suppliers esg ratings weightings given each pillar esg rating vary across agencies many asset managers contend esg ratings can help investors select assets superior financial prospects authors therefore review investment performance portfolios indexes screened esg credentials authors’ opinion esg ratings used isolation are unlikely make material contribution portfolio returns © portfolio management research all rights reserved,"['esg ratings', 'reasons disagreement', 'ratings weightings', 'ratings used', 'ratings particular']"
3662,Nekhili M.; Boukadhaba A.; Nagati H.; Chtioui T.,"Nekhili, Mehdi (53878057600); Boukadhaba, Amal (57209394636); Nagati, Haithem (55180662700); Chtioui, Tawhid (55545253900)",53878057600; 57209394636; 55180662700; 55545253900,ESG performance and market value: the moderating role of employee board representation,2021,International Journal of Human Resource Management,32,14,,3061,3087,26.0,75,10.1080/09585192.2019.1629989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067597114&doi=10.1080%2f09585192.2019.1629989&partnerID=40&md5=7d84e16cec7702b014944d786d777fa5,"In this paper, we examine the extent to which the appointment of employees to the board of directors influences market perceptions of environmental, social and governance (ESG) performance. Using a sample of French firms listed on the SBF 120 index from 2007 to 2017, we find that investors react positively to ESG performance but negatively to the presence of employees on the board. Importantly, our results document a negative relationship between ESG performance and market value for firms with employee directors on the board. A more fine-grained examination of ESG pillars shows that when employees are appointed to the board, neither social nor environmental and governance performance are financially rewarded by market participants. Our findings suggest the potential existence of a major conflict of interest between employees and shareholders stemming from the presence of employees on the board. We suggest that, when employees are appointed to the board, high ESG performance may indicate a possible alliance between managers and employees that counterbalances the dominance of shareholders on the board. © 2019 Informa UK Limited, trading as Taylor & Francis Group.",employee board representation; ESG performance; France; market based performance,,Article,Final,,Scopus,2-s2.0-85067597114,paper examine extent which appointment employees board directors influences market perceptions environmental social governance esg performance using sample french firms listed sbf index find investors react positively esg performance but negatively presence employees board importantly results document negative relationship between esg performance market value firms employee directors board more fine grained examination esg pillars when employees are appointed board neither social nor environmental governance performance are financially rewarded market participants findings suggest potential existence major conflict interest between employees shareholders stemming presence employees board suggest when employees are appointed board high esg performance indicate possible alliance between managers employees counterbalances dominance shareholders board © informa uk limited trading taylor francis group,"['esg performance', 'employees board', 'employees are', 'presence employees', 'appointed board']"
3663,Vural-Yavaş Ç.,"Vural-Yavaş, Çiğdem (57214797150)",57214797150,"Economic policy uncertainty, stakeholder engagement, and environmental, social, and governance practices: The moderating effect of competition",2021,Corporate Social Responsibility and Environmental Management,28,1,,82,102,20.0,67,10.1002/csr.2034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089964772&doi=10.1002%2fcsr.2034&partnerID=40&md5=827be89e1ad78eab8001de33fdb13cd1,"This paper investigates the effect of the economic policy uncertainty (EPU) on corporate environmental, social, and governance practices (ESG), using 6,562 firm-year observations from 15 developed European countries covering the period from 2004 to 2017. The results show that during periods of high uncertainty, firms increase their overall ESG performance, corporate environmental performance, and performance in governance. The relationship is valid for emission, resource use, workforce, management, and corporate social responsibility (CSR) strategy subdimensions of ESG. Furthermore, during periods of high uncertainty, firms operating in concentrated industries increase their overall ESG activities and corporate environmental performance. These results suggest that firms use ESG practices as risk-reducing activities like insurance, during high periods of uncertainty. Overall, consistent with the stakeholder theory, the results indicate that firms increase their ESG practices not only to reduce corporate risk-taking but also to follow value-increasing activities during periods of high uncertainty, implying an improved stakeholder engagement. © 2020 ERP Environment and John Wiley & Sons Ltd",competition; economic policy uncertainty; environmental; ESG; Europe; governance performance; social; stakeholder engagement,,Article,Final,,Scopus,2-s2.0-85089964772,paper investigates effect economic policy uncertainty epu corporate environmental social governance practices esg using firm year observations developed european countries covering period results show during periods high uncertainty firms increase overall esg performance corporate environmental performance performance governance relationship valid emission resource use workforce management corporate social responsibility csr strategy subdimensions esg furthermore during periods high uncertainty firms operating concentrated industries increase overall esg activities corporate environmental performance these results suggest firms use esg practices risk reducing activities insurance during high periods uncertainty overall consistent stakeholder theory results indicate firms increase esg practices not only reduce corporate risk taking but follow value increasing activities during periods high uncertainty implying improved stakeholder engagement © erp environment john wiley sons ltd,"['during periods', 'periods high', 'high uncertainty', 'corporate environmental', 'overall esg']"
3664,Shafer M.; Szado E.,"Shafer, Michael (55760791400); Szado, Edward (25626954300)",55760791400; 25626954300,"Environmental, social, and governance practices and perceived tail risk",2020,Accounting and Finance,60,4,,4195,4224,29.0,25,10.1111/acfi.12541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074001466&doi=10.1111%2facfi.12541&partnerID=40&md5=89c66c98fdb922376c60a4a42bf421e5,"Using the implied volatility smirk on individual equity securities to measure perceived tail risk, we find that better environmental, social and governance (ESG) practices significantly reduce ex-ante expectations of a left-tail event. Our findings are robust to using multiple model specifications and to adjusting for potential endogeneity concerns. We also show that, while practices in each ESG pillar are important in reducing perceived tail risk, the environmental pillar plays the most important role. Our results indicate that investors consider strong ESG practices to be insurance against left-tail events rather than wasteful investment borne out of managers’ own values or self-interest. © 2019 Accounting and Finance Association of Australia and New Zealand",Crash risk; CSR; ESG; Tail risk; Volatility smirk,,Article,Final,,Scopus,2-s2.0-85074001466,using implied volatility smirk individual equity securities measure perceived tail risk find better environmental social governance esg practices significantly reduce ex ante expectations left tail event findings are robust using multiple model specifications adjusting potential endogeneity concerns show while practices each esg pillar are important reducing perceived tail risk environmental pillar plays most important role results indicate investors consider strong esg practices insurance against left tail events rather than wasteful investment borne out managers’ own values self interest © accounting finance association australia new zealand,"['esg practices', 'left tail', 'perceived tail', 'tail risk', 'risk environmental']"
3665,Zribi W.; Boufateh T.,"Zribi, Wissal (57219003035); Boufateh, Talel (56690537000)",57219003035; 56690537000,Asymmetric CEO confidence and CSR: A nonlinear panel ARDL-PMG approach,2020,Journal of Economic Asymmetries,22,,e00176,,,,9,10.1016/j.jeca.2020.e00176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090971005&doi=10.1016%2fj.jeca.2020.e00176&partnerID=40&md5=65e3dc01a1728d841ed1d9bdfdd63806,"The aim of this paper is to elucidate the relationship between managerial overconfidence/underconfidence and corporate social responsibility including the three ESG (environmental, social and governance) factors. Using an asymmetric nonstationary panel model, we detect the overconfidence (under confidence) component through positive (negative) overinvestment (underinvestment) changes. The Shin et al. (2014) nonlinear ARDL approach in panel form is used to construct our asymmetric panel ARDL-PMG model, and a sample of 68 large French companies over the period 2006-2016 is used. The asymmetric results first prove that a manager's behavior seems to impact CSR only in the long term. Our asymmetric results also prove that CSR reacts positively to both managerial overconfidence and under-confidence shocks; Regardless of the personal traits of their manager, large companies have to be socially responsible. We then focus on the relationship between these two behavioral biases on each CSR dimension. We find a significant and negative impact of under confident leaders on the environmental dimension but a nonsignificant impact of overconfident leaders. For the governance dimension, we detect a positive effect of managerial overconfidence and managerial under confidence. However, we find a negative impact of overconfident and under confident leaders on the social dimension of CSR. According to these asymmetric findings, recommendations have been given in terms of the CSR strategy. © 2020 Elsevier B.V.",Asymmetric; CSR; Nonlinear panel ARDL-PMG; Overconfidence; Under-confidence,,Article,Final,,Scopus,2-s2.0-85090971005,aim paper elucidate relationship between managerial overconfidence underconfidence corporate social responsibility including three esg environmental social governance factors using asymmetric nonstationary panel model detect overconfidence under confidence component through positive negative overinvestment underinvestment changes shin et al nonlinear ardl approach panel form used construct asymmetric panel ardl pmg model sample large french companies over period used asymmetric results first prove manager s behavior seems impact csr only long term asymmetric results prove csr reacts positively both managerial overconfidence under confidence shocks regardless personal traits manager large companies have socially responsible then focus relationship between these two behavioral biases each csr dimension find significant negative impact under confident leaders environmental dimension but nonsignificant impact overconfident leaders governance dimension detect positive effect managerial overconfidence managerial under confidence find negative impact overconfident under confident leaders social dimension csr according these asymmetric findings recommendations have been given terms csr strategy © elsevier v,"['managerial overconfidence', 'under confidence', 'overconfidence under', 'relationship between', 'negative impact']"
3666,Janicka M.; Pieloch-Babiarz A.; Sajnóg A.,"Janicka, Małgorzata (57190091902); Pieloch-Babiarz, Aleksandra (57219148482); Sajnóg, Artur (57219346009)",57190091902; 57219148482; 57219346009,Does Short-Termism Influence the Market Value of Companies? Evidence from EU Countries,2020,Journal of Risk and Financial Management,13,11,272,,,,5,10.3390/jrfm13110272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128476114&doi=10.3390%2fjrfm13110272&partnerID=40&md5=e182d08fd6b08023234a1850876f131d,"This paper fits into the stream of current research on the concept of short-termism and its importance for economic sustainability, especially sustainable finance. Short-termism focuses on short time horizons by both corporate managers and the financial markets, and prioritizes short-time shareholder return over the long-term growth of the company’s value. This study engages the short-termism discussion by examining the effect of quarterly reporting on the long-term market value of listed companies. The aim of the article is to determine whether European companies experience the negative effects of short-termism, precisely, whether public companies that prepare quarterly reports, and which focus mainly on achieving the short-term goals of stock exchange investors, are seeing a decline in their market value in the long-term. We have not proven the existence of such a dependence, the increase in reporting frequency of public companies does not contribute to a decline in their long-term market value. In the case of the EU-15 the results of regression model estimation indicate a positive and statistically significant impact of the time of regular quarterly reporting on the buy-and-hold rates of return, in the “new” EU member states this relationship is not observed. © 2020 by the authors.",EU countries; market value of companies; quarterly reporting; short-termism; sustainable finance,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85128476114,paper fits into stream current research concept short termism its importance economic sustainability especially sustainable finance short termism focuses short time horizons both corporate managers financial markets prioritizes short time shareholder return over long term growth company’s value study engages short termism discussion examining effect quarterly reporting long term market value listed companies aim article determine whether european companies experience negative effects short termism precisely whether public companies prepare quarterly reports which focus mainly achieving short term goals stock exchange investors are seeing decline market value long term have not proven existence such dependence increase reporting frequency public companies does not contribute decline long term market value case eu results regression model estimation indicate positive statistically significant impact time regular quarterly reporting buy hold rates return “new” eu member states relationship not observed © authors,"['short termism', 'long term', 'market value', 'quarterly reporting', 'public companies']"
3667,Alareeni B.A.; Hamdan A.,"Alareeni, Bahaaeddin Ahmed (57198816639); Hamdan, Allam (56825295800)",57198816639; 56825295800,ESG impact on performance of US S&P 500-listed firms,2020,Corporate Governance (Bingley),20,7,,1409,1428,19.0,226,10.1108/CG-06-2020-0258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093945290&doi=10.1108%2fCG-06-2020-0258&partnerID=40&md5=07a040483a1ba0fecb88c0bab4624cdb,"Purpose: This paper aims to investigate whether there are relationships among corporate disclosure of environmental, social and governance (ESG) and firms’ operational (ROA), financial (ROE) and market performance (Tobin’s Q), and if these relationships are positives or negatives or even neutral. Design/methodology/approach: The study sample covers US S&P 500-listed companies during the period 2009 to 2018. Panel regression analysis was used to examine the study hypotheses and achieve the study aims. Findings: The results showed that ESG disclosure positively affects a firms’ performance measures. However, measuring ESG sub-components separately showed that environmental (EVN) and corporate social responsibility (CSR) disclosure is negatively associated with ROA and ROE. EVN and CSR disclosure is positively related to Tobin’s Q. Further, corporate governance (CG) disclosure is positively related to ROA and Tobin’s Q, and negatively related to ROE. More importantly, ESG, CSR, EVN and CG tend to be higher with firms that have high assets and high financial leverage. Furthermore, the higher level of ESG, EVN, CSR and CG disclosure, the higher the ROA and ROE. Originality/value: The study limns a vision of the role of ESG on firm performance. This study tries to determine whether there are relationships among all ESG disclosure and FP, and if they are positive, negative or even neutral. © 2020, Emerald Publishing Limited.",Environmental; ESG disclosure; Governance; Performance; Social; US S&P 500,,Article,Final,,Scopus,2-s2.0-85093945290,purpose paper aims investigate whether are relationships corporate disclosure environmental social governance esg firms’ operational roa financial roe market performance tobin’s q if these relationships are positives negatives even neutral design methodology approach study sample covers us s p listed companies during period panel regression analysis was used examine study hypotheses achieve study aims findings results showed esg disclosure positively affects firms’ performance measures measuring esg sub components separately showed environmental evn corporate social responsibility csr disclosure negatively associated roa roe evn csr disclosure positively related tobin’s q further corporate governance cg disclosure positively related roa tobin’s q negatively related roe more importantly esg csr evn cg tend higher firms have high assets high financial leverage furthermore higher level esg evn csr cg disclosure higher roa roe originality value study limns vision role esg firm performance study tries determine whether are relationships all esg disclosure fp if they are positive negative even neutral © emerald publishing limited,"['disclosure positively', 'even neutral', 'whether are', 'csr disclosure', 'esg disclosure']"
